Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,compQ,compQleft,compQright,compQans,picture,audio
11,1765580521507,12/12/2025 23:02:01,1765580520584,-6,12/12/2025 17:02:00,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,9,7,1,Screen 1,storyAudio,content_audio,27528.299999952316,,,0,,,,,,,,storyScreens,,,,,Scene7.JPG,CB_P7.mp3
12,1765580553978,12/12/2025 23:02:33,1765580553084,-6,12/12/2025 17:02:33,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,10,8,1,Screen 1,storyAudio,content_audio,32479,,,0,,,,,,,,storyScreens,,,,,Scene8.JPG,CB_P8.mp3
13,1765580601345,12/12/2025 23:03:21,1765580600425,-6,12/12/2025 17:03:20,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,11,9,1,Screen 1,storyAudio,content_audio,47322.90000003576,,,0,,,,,,,,storyScreens,,,,,Scene9.JPG,CB_P9.mp3
14,1765580615717,12/12/2025 23:03:35,1765580614804,-6,12/12/2025 17:03:34,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,12,10,1,Screen 1,storyAudio,content_audio,14358.600000023842,,,0,,,,,,,,storyScreens,,,,,Scene10.JPG,CB_P10.mp3
15,1765580627940,12/12/2025 23:03:47,1765580627022,-6,12/12/2025 17:03:47,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,13,11,1,Screen 1,storyAudio,content_audio,12196.899999976158,,,0,,,,,,,,storyScreens,,,,,Scene11.JPG,CB_P11.mp3
16,1765580639539,12/12/2025 23:03:59,1765580638624,-6,12/12/2025 17:03:58,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,14,12,1,Screen 1,storyAudio,content_audio,11591.599999964237,,,0,,,,,,,,storyScreens,,,,,Scene12.JPG,CB_P12.mp3
17,1765580651476,12/12/2025 23:04:11,1765580650563,-6,12/12/2025 17:04:10,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,15,13,1,Screen 1,storyAudio,content_audio,11923.400000035763,,,0,,,,,,,,storyScreens,,,,,Scene13.JPG,CB_P13.mp3
18,1765580672294,12/12/2025 23:04:32,1765580671363,-6,12/12/2025 17:04:31,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,16,14,1,Screen 1,storyAudio,content_audio,20779.399999976158,,,0,,,,,,,,storyScreens,,,,,Scene14.JPG,CB_P14.mp3
19,1765580688508,12/12/2025 23:04:48,1765580687583,-6,12/12/2025 17:04:47,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,17,15,1,Screen 1,storyAudio,content_audio,16201.400000035763,,,0,,,,,,,,storyScreens,,,,,Scene15.JPG,CB_P15.mp3
20,1765580693591,12/12/2025 23:04:53,1765580692674,-6,12/12/2025 17:04:52,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,18,1,1,Screen 1,advancementZone,continue_button,5062.100000023842,,,0,,,,,,,,comprehensionInstructions,,,,,,
21,1765580695347,12/12/2025 23:04:55,1765580694415,-6,12/12/2025 17:04:54,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,22,1,1,Screen 1,Zone1,response_button_text,1726.9000000357628,,Intergalactic Zoo,1,1,,,,,,1,comprehensionQs,Where did they go?,Intergalactic Fairground,Intergalactic Zoo,Intergalactic Zoo,,
22,1765580696849,12/12/2025 23:04:56,1765580695952,-6,12/12/2025 17:04:55,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,20,2,1,Screen 1,advancementZone,response_button_text,1525.9000000357628,,Krista,1,1,,,,,,1,comprehensionQs,What was the girl character called?,Krista,Crystal,Krista,,
23,1765580698250,12/12/2025 23:04:58,1765580697339,-6,12/12/2025 17:04:57,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,21,3,1,Screen 1,advancementZone,response_button_text,1379.6000000238419,,Green,1,1,,,,,,1,comprehensionQs,What colour were the main characters?,Green,Yellow,Green,,
24,1765580699393,12/12/2025 23:04:59,1765580698486,-6,12/12/2025 17:04:58,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,19,4,1,Screen 1,Zone1,response_button_text,1138.199999988079,,Archie,1,1,,,,,,1,comprehensionQs,What was the boy character called?,Andy,Archie,Archie,,
25,1765580699573,12/12/2025 23:04:59,1765580698498,-6,12/12/2025 17:04:58,250842,10,task-nvib,,51378485,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,,,END TASK,,,,,471207,,,,,,,,,,,,,,,,,
1,1765581428356,12/12/2025 23:17:08,1765581426921,-5,12/12/2025 18:17:06,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,
2,1765581433529,12/12/2025 23:17:13,1765581432156,-5,12/12/2025 18:17:12,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,1,1,1,Screen 2,advancementZone,continue_button,5214.300000000279,,,0,,,,,,,,instructions,,,,,,
3,1765581441323,12/12/2025 23:17:21,1765581439952,-5,12/12/2025 18:17:19,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,1,1,2,Screen 1,advancementZone,continue_button,7789.600000000093,,,0,,,,,,,,instructions,,,,,,
4,1765581445267,12/12/2025 23:17:25,1765581443889,-5,12/12/2025 18:17:23,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,2,1,1,Screen 1,advancementZone,continue_button,3925.5,,,0,,,,,,,,storyTitle,,,,,Title.JPG,
5,1765581474798,12/12/2025 23:17:54,1765581473422,-5,12/12/2025 18:17:53,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,3,1,1,Screen 1,storyAudio,content_audio,29523.200000000186,,,0,,,,,,,,storyScreens,,,,,Scene1.JPG,CB_P1.mp3
6,1765581505911,12/12/2025 23:18:25,1765581504540,-5,12/12/2025 18:18:24,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,4,2,1,Screen 1,storyAudio,content_audio,31098,,,0,,,,,,,,storyScreens,,,,,Scene2.JPG,CB_P2.mp3
7,1765581553601,12/12/2025 23:19:13,1765581552241,-5,12/12/2025 18:19:12,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,5,3,1,Screen 1,storyAudio,content_audio,47687.09999999963,,,0,,,,,,,,storyScreens,,,,,Scene3.JPG,CB_P3.mp3
8,1765581599240,12/12/2025 23:19:59,1765581597841,-5,12/12/2025 18:19:57,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,6,4,1,Screen 1,storyAudio,content_audio,45581.60000000009,,,0,,,,,,,,storyScreens,,,,,Scene4.JPG,CB_P4.mp3
9,1765581631325,12/12/2025 23:20:31,1765581629940,-5,12/12/2025 18:20:29,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,7,5,1,Screen 1,storyAudio,content_audio,32085.69999999972,,,0,,,,,,,,storyScreens,,,,,Scene5.JPG,CB_P5.mp3
10,1765581681961,12/12/2025 23:21:21,1765581680581,-5,12/12/2025 18:21:20,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,8,6,1,Screen 1,storyAudio,content_audio,50626.10000000009,,,0,,,,,,,,storyScreens,,,,,Scene6.JPG,CB_P6.mp3
11,1765581709501,12/12/2025 23:21:49,1765581708120,-5,12/12/2025 18:21:48,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,9,7,1,Screen 1,storyAudio,content_audio,27524.19999999972,,,0,,,,,,,,storyScreens,,,,,Scene7.JPG,CB_P7.mp3
12,1765581742018,12/12/2025 23:22:22,1765581740642,-5,12/12/2025 18:22:20,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,10,8,1,Screen 1,storyAudio,content_audio,32507.399999999907,,,0,,,,,,,,storyScreens,,,,,Scene8.JPG,CB_P8.mp3
13,1765581789320,12/12/2025 23:23:09,1765581787961,-5,12/12/2025 18:23:07,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,11,9,1,Screen 1,storyAudio,content_audio,47304.200000000186,,,0,,,,,,,,storyScreens,,,,,Scene9.JPG,CB_P9.mp3
14,1765581803725,12/12/2025 23:23:23,1765581802340,-5,12/12/2025 18:23:22,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,12,10,1,Screen 1,storyAudio,content_audio,14361.299999999814,,,0,,,,,,,,storyScreens,,,,,Scene10.JPG,CB_P10.mp3
15,1765581815915,12/12/2025 23:23:35,1765581814560,-5,12/12/2025 18:23:34,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,13,11,1,Screen 1,storyAudio,content_audio,12205.299999999814,,,0,,,,,,,,storyScreens,,,,,Scene11.JPG,CB_P11.mp3
16,1765581827558,12/12/2025 23:23:47,1765581826181,-5,12/12/2025 18:23:46,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,14,12,1,Screen 1,storyAudio,content_audio,11609.19999999972,,,0,,,,,,,,storyScreens,,,,,Scene12.JPG,CB_P12.mp3
17,1765581839509,12/12/2025 23:23:59,1765581838140,-5,12/12/2025 18:23:58,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,15,13,1,Screen 1,storyAudio,content_audio,11938.900000000373,,,0,,,,,,,,storyScreens,,,,,Scene13.JPG,CB_P13.mp3
18,1765581860303,12/12/2025 23:24:20,1765581858921,-5,12/12/2025 18:24:18,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,16,14,1,Screen 1,storyAudio,content_audio,20764.200000000186,,,0,,,,,,,,storyScreens,,,,,Scene14.JPG,CB_P14.mp3
19,1765581876513,12/12/2025 23:24:36,1765581875160,-5,12/12/2025 18:24:35,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,17,15,1,Screen 1,storyAudio,content_audio,16223.80000000028,,,0,,,,,,,,storyScreens,,,,,Scene15.JPG,CB_P15.mp3
20,1765581902411,12/12/2025 23:25:02,1765581901050,-5,12/12/2025 18:25:01,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,18,1,1,Screen 1,advancementZone,continue_button,25876.100000000093,,,0,,,,,,,,comprehensionInstructions,,,,,,
21,1765581905620,12/12/2025 23:25:05,1765581904234,-5,12/12/2025 18:25:04,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,22,1,1,Screen 1,Zone1,response_button_text,3173.0999999996275,,Intergalactic Zoo,1,1,,,,,,1,comprehensionQs,Where did they go?,Intergalactic Fairground,Intergalactic Zoo,Intergalactic Zoo,,
22,1765581907684,12/12/2025 23:25:07,1765581906309,-5,12/12/2025 18:25:06,250842,10,task-nvib,,51378749,58a1fe40ea3d11000170d9b9,14743152,,complete,,693e233d65809c0b4a0d6be1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1200,1920x1077,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,B,attention_pass,,day1done,,eligible,story_B_picOnly,story_B_picOnly,19,2,1,Screen 1,Zone1,response_button_text,2063.7999999998137,,Archie,1,1,,,,,,1,comprehensionQs,What was the boy character called?,Andy,Archie,Archie,,
