Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,compQ,compQleft,compQright,compQans,picture,audio
3,1765579936728,12/12/2025 22:52:16,1765579917132,-5,12/12/2025 17:51:57,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,1,1,2,Screen 1,advancementZone,continue_button,10446,,,0,,,,,,,,instructions,,,,,,
4,1765579945392,12/12/2025 22:52:25,1765579925819,-5,12/12/2025 17:52:05,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,2,1,1,Screen 1,advancementZone,continue_button,8680,,,0,,,,,,,,storyTitle,,,,,Title.JPG,
5,1765579974463,12/12/2025 22:52:54,1765579954891,-5,12/12/2025 17:52:34,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,3,1,1,Screen 1,storyAudio,content_audio,29066,,,0,,,,,,,,storyScreens,,,,,Scene1.JPG,CA_P1.mp3
6,1765580005447,12/12/2025 22:53:25,1765579985881,-5,12/12/2025 17:53:05,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,4,2,1,Screen 1,storyAudio,content_audio,30980,,,0,,,,,,,,storyScreens,,,,,Scene2.JPG,CA_P2.mp3
7,1765580052333,12/12/2025 22:54:12,1765580032750,-5,12/12/2025 17:53:52,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,5,3,1,Screen 1,storyAudio,content_audio,46865,,,0,,,,,,,,storyScreens,,,,,Scene3.JPG,CA_P3.mp3
8,1765580097543,12/12/2025 22:54:57,1765580077970,-5,12/12/2025 17:54:37,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,6,4,1,Screen 1,storyAudio,content_audio,45216,,,0,,,,,,,,storyScreens,,,,,Scene4.JPG,CA_P4.mp3
9,1765580129906,12/12/2025 22:55:29,1765580110330,-5,12/12/2025 17:55:10,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,7,5,1,Screen 1,storyAudio,content_audio,32355,,,0,,,,,,,,storyScreens,,,,,Scene5.JPG,CA_P5.mp3
10,1765580180352,12/12/2025 22:56:20,1765580160771,-5,12/12/2025 17:56:00,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,8,6,1,Screen 1,storyAudio,content_audio,50435,,,0,,,,,,,,storyScreens,,,,,Scene6.JPG,CA_P6.mp3
11,1765580207626,12/12/2025 22:56:47,1765580188040,-5,12/12/2025 17:56:28,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,9,7,1,Screen 1,storyAudio,content_audio,27266,,,0,,,,,,,,storyScreens,,,,,Scene7.JPG,CA_P7.mp3
12,1765580239899,12/12/2025 22:57:19,1765580220330,-5,12/12/2025 17:57:00,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,10,8,1,Screen 1,storyAudio,content_audio,32285,,,0,,,,,,,,storyScreens,,,,,Scene8.JPG,CA_P8.mp3
13,1765580286035,12/12/2025 22:58:06,1765580266460,-5,12/12/2025 17:57:46,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,11,9,1,Screen 1,storyAudio,content_audio,46126,,,0,,,,,,,,storyScreens,,,,,Scene9.JPG,CA_P9.mp3
14,1765580300003,12/12/2025 22:58:20,1765580280409,-5,12/12/2025 17:58:00,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,12,10,1,Screen 1,storyAudio,content_audio,13944,,,0,,,,,,,,storyScreens,,,,,Scene10.JPG,CA_P10.mp3
15,1765580312132,12/12/2025 22:58:32,1765580292560,-5,12/12/2025 17:58:12,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,13,11,1,Screen 1,storyAudio,content_audio,12145,,,0,,,,,,,,storyScreens,,,,,Scene11.JPG,CA_P11.mp3
16,1765580323882,12/12/2025 22:58:43,1765580304290,-5,12/12/2025 17:58:24,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,14,12,1,Screen 1,storyAudio,content_audio,11726,,,0,,,,,,,,storyScreens,,,,,Scene12.JPG,CA_P12.mp3
17,1765580335952,12/12/2025 22:58:55,1765580316370,-5,12/12/2025 17:58:36,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,15,13,1,Screen 1,storyAudio,content_audio,12074,,,0,,,,,,,,storyScreens,,,,,Scene13.JPG,CA_P13.mp3
18,1765580357032,12/12/2025 22:59:17,1765580337451,-5,12/12/2025 17:58:57,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,16,14,1,Screen 1,storyAudio,content_audio,21077,,,0,,,,,,,,storyScreens,,,,,Scene14.JPG,CA_P14.mp3
19,1765580373409,12/12/2025 22:59:33,1765580353831,-5,12/12/2025 17:59:13,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,17,15,1,Screen 1,storyAudio,content_audio,16376,,,0,,,,,,,,storyScreens,,,,,Scene15.JPG,CA_P15.mp3
20,1765580379044,12/12/2025 22:59:39,1765580359465,-5,12/12/2025 17:59:19,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,18,1,1,Screen 1,advancementZone,continue_button,5630,,,0,,,,,,,,comprehensionInstructions,,,,,,
21,1765580380935,12/12/2025 22:59:40,1765580361349,-5,12/12/2025 17:59:21,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,21,1,1,Screen 1,advancementZone,response_button_text,1880,,Green,1,1,,,,,,1,comprehensionQs,What colour were the main characters?,Green,Yellow,Green,,
22,1765580382723,12/12/2025 22:59:42,1765580363135,-5,12/12/2025 17:59:23,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,20,2,1,Screen 1,advancementZone,response_button_text,1781,,Krista,1,1,,,,,,1,comprehensionQs,What was the girl character called?,Krista,Crystal,Krista,,
23,1765580388575,12/12/2025 22:59:48,1765580368997,-5,12/12/2025 17:59:28,250842,10,task-zmm2,,51378425,5cfc7489e289a80016b6e29f,14743093,,complete,,693ec363e28337b737f00921,computer,Desktop or Laptop,Windows 10,Firefox 145.0,1920x1080,1869x955,day1done,,,Exposure: Story (no orth),6,day1done,attention_pass,audio-Success,,,A,,,,,eligible,story_A_picOnly,story_A_picOnly,22,3,1,Screen 1,advancementZone,response_button_text,5858,,Intergalactic Fairground,1,,,,,,,1,comprehensionQs,Where did they go?,Intergalactic Fairground,Intergalactic Zoo,Intergalactic Zoo,,
