Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,compQ,compQleft,compQright,compQans,picture,audio
12,1765581949234,12/12/2025 23:25:49,1765581949225,-6,12/12/2025 17:25:49,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,10,8,1,Screen 1,storyAudio,content_audio,32633.70000001788,,,0,,,,,,,,storyScreens,,,,,Scene8.JPG,CC_P8.mp3
13,1765581996355,12/12/2025 23:26:36,1765581996344,-6,12/12/2025 17:26:36,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,11,9,1,Screen 1,storyAudio,content_audio,47095.69999998808,,,0,,,,,,,,storyScreens,,,,,Scene9.JPG,CC_P9.mp3
14,1765582011030,12/12/2025 23:26:51,1765582011004,-6,12/12/2025 17:26:51,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,12,10,1,Screen 1,storyAudio,content_audio,14636.699999988079,,,0,,,,,,,,storyScreens,,,,,Scene10.JPG,CC_P10.mp3
15,1765582022762,12/12/2025 23:27:02,1765582022744,-6,12/12/2025 17:27:02,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,13,11,1,Screen 1,storyAudio,content_audio,11715,,,0,,,,,,,,storyScreens,,,,,Scene11.JPG,CC_P11.mp3
16,1765582034262,12/12/2025 23:27:14,1765582034244,-6,12/12/2025 17:27:14,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,14,12,1,Screen 1,storyAudio,content_audio,11472.90000000596,,,0,,,,,,,,storyScreens,,,,,Scene12.JPG,CC_P12.mp3
17,1765582046372,12/12/2025 23:27:26,1765582046364,-6,12/12/2025 17:27:26,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,15,13,1,Screen 1,storyAudio,content_audio,12096,,,0,,,,,,,,storyScreens,,,,,Scene13.JPG,CC_P13.mp3
18,1765582066852,12/12/2025 23:27:46,1765582066843,-6,12/12/2025 17:27:46,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,16,14,1,Screen 1,storyAudio,content_audio,20452.899999976158,,,0,,,,,,,,storyScreens,,,,,Scene14.JPG,CC_P14.mp3
19,1765582083500,12/12/2025 23:28:03,1765582083483,-6,12/12/2025 17:28:03,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,17,15,1,Screen 1,storyAudio,content_audio,16615.09999999404,,,0,,,,,,,,storyScreens,,,,,Scene15.JPG,CC_P15.mp3
20,1765582087486,12/12/2025 23:28:07,1765582087472,-6,12/12/2025 17:28:07,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,18,1,1,Screen 1,advancementZone,continue_button,3960,,,0,,,,,,,,comprehensionInstructions,,,,,,
21,1765582089910,12/12/2025 23:28:09,1765582089904,-6,12/12/2025 17:28:09,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,19,1,1,Screen 1,Zone1,response_button_text,2410,,Archie,1,1,,,,,,1,comprehensionQs,What was the boy character called?,Andy,Archie,Archie,,
22,1765582091820,12/12/2025 23:28:11,1765582091797,-6,12/12/2025 17:28:11,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,21,2,1,Screen 1,advancementZone,response_button_text,1874.9000000059605,,Green,1,1,,,,,,1,comprehensionQs,What colour were the main characters?,Green,Yellow,Green,,
23,1765582093771,12/12/2025 23:28:13,1765582093745,-6,12/12/2025 17:28:13,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,22,3,1,Screen 1,Zone1,response_button_text,1935.0999999940395,,Intergalactic Zoo,1,1,,,,,,1,comprehensionQs,Where did they go?,Intergalactic Fairground,Intergalactic Zoo,Intergalactic Zoo,,
24,1765582096407,12/12/2025 23:28:16,1765582096376,-6,12/12/2025 17:28:16,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,20,4,1,Screen 1,advancementZone,response_button_text,2614.7999999821186,,Krista,1,1,,,,,,1,comprehensionQs,What was the girl character called?,Krista,Crystal,Krista,,
25,1765582096535,12/12/2025 23:28:16,1765582096380,-6,12/12/2025 17:28:16,250842,10,task-n1na,,51378803,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1588x732,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,,,END TASK,,,,,456809,,,,,,,,,,,,,,,,,
1,1765586929922,13/12/2025 00:48:49,1765586924798,-6,12/12/2025 18:48:44,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,
2,1765586935336,13/12/2025 00:48:55,1765586930263,-6,12/12/2025 18:48:50,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,1,1,1,Screen 2,advancementZone,continue_button,5429.899999856949,,,0,,,,,,,,instructions,,,,,,
3,1765586943532,13/12/2025 00:49:03,1765586938487,-6,12/12/2025 18:48:58,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,1,1,2,Screen 1,advancementZone,continue_button,8219,,,0,,,,,,,,instructions,,,,,,
4,1765586945392,13/12/2025 00:49:05,1765586940349,-6,12/12/2025 18:49:00,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,2,1,1,Screen 1,advancementZone,continue_button,1854.7000000476837,,,0,,,,,,,,storyTitle,,,,,Title.JPG,
5,1765586974377,13/12/2025 00:49:34,1765586969294,-6,12/12/2025 18:49:29,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,3,1,1,Screen 1,storyAudio,content_audio,28938,,,0,,,,,,,,storyScreens,,,,,Scene1.JPG,CC_P1.mp3
6,1765587004442,13/12/2025 00:50:04,1765586999373,-6,12/12/2025 18:49:59,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,4,2,1,Screen 1,storyAudio,content_audio,30065.799999952316,,,0,,,,,,,,storyScreens,,,,,Scene2.JPG,CC_P2.mp3
7,1765587051330,13/12/2025 00:50:51,1765587046254,-6,12/12/2025 18:50:46,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,5,3,1,Screen 1,storyAudio,content_audio,46869.10000014305,,,0,,,,,,,,storyScreens,,,,,Scene3.JPG,CC_P3.mp3
8,1765587096463,13/12/2025 00:51:36,1765587091393,-6,12/12/2025 18:51:31,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,6,4,1,Screen 1,storyAudio,content_audio,45128.59999990463,,,0,,,,,,,,storyScreens,,,,,Scene4.JPG,CC_P4.mp3
9,1765587128921,13/12/2025 00:52:08,1765587123853,-6,12/12/2025 18:52:03,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,7,5,1,Screen 1,storyAudio,content_audio,32449,,,0,,,,,,,,storyScreens,,,,,Scene5.JPG,CC_P5.mp3
10,1765587179300,13/12/2025 00:52:59,1765587174233,-6,12/12/2025 18:52:54,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,8,6,1,Screen 1,storyAudio,content_audio,50368.40000009537,,,0,,,,,,,,storyScreens,,,,,Scene6.JPG,CC_P6.mp3
11,1765587207336,13/12/2025 00:53:27,1765587202273,-6,12/12/2025 18:53:22,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,9,7,1,Screen 1,storyAudio,content_audio,28028.400000095367,,,0,,,,,,,,storyScreens,,,,,Scene7.JPG,CC_P7.mp3
12,1765587239980,13/12/2025 00:53:59,1765587234912,-6,12/12/2025 18:53:54,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,10,8,1,Screen 1,storyAudio,content_audio,32628.299999952316,,,0,,,,,,,,storyScreens,,,,,Scene8.JPG,CC_P8.mp3
13,1765587287087,13/12/2025 00:54:47,1765587282013,-6,12/12/2025 18:54:42,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,11,9,1,Screen 1,storyAudio,content_audio,47089.89999985695,,,0,,,,,,,,storyScreens,,,,,Scene9.JPG,CC_P9.mp3
14,1765587301727,13/12/2025 00:55:01,1765587301664,-6,12/12/2025 18:55:01,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,12,10,1,Screen 1,storyAudio,content_audio,14628.5,,,0,,,,,,,,storyScreens,,,,,Scene10.JPG,CC_P10.mp3
15,1765587313466,13/12/2025 00:55:13,1765587313403,-6,12/12/2025 18:55:13,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,13,11,1,Screen 1,storyAudio,content_audio,11728.400000095367,,,0,,,,,,,,storyScreens,,,,,Scene11.JPG,CC_P11.mp3
16,1765587324952,13/12/2025 00:55:24,1765587324884,-6,12/12/2025 18:55:24,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,14,12,1,Screen 1,storyAudio,content_audio,11470,,,0,,,,,,,,storyScreens,,,,,Scene12.JPG,CC_P12.mp3
17,1765587337044,13/12/2025 00:55:37,1765587336983,-6,12/12/2025 18:55:36,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,15,13,1,Screen 1,storyAudio,content_audio,12089.099999904633,,,0,,,,,,,,storyScreens,,,,,Scene13.JPG,CC_P13.mp3
18,1765587357449,13/12/2025 00:55:57,1765587357383,-6,12/12/2025 18:55:57,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,16,14,1,Screen 1,storyAudio,content_audio,20390.299999952316,,,0,,,,,,,,storyScreens,,,,,Scene14.JPG,CC_P14.mp3
19,1765587374067,13/12/2025 00:56:14,1765587374003,-6,12/12/2025 18:56:14,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,17,15,1,Screen 1,storyAudio,content_audio,16609.10000014305,,,0,,,,,,,,storyScreens,,,,,Scene15.JPG,CC_P15.mp3
20,1765587378755,13/12/2025 00:56:18,1765587378695,-6,12/12/2025 18:56:18,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,18,1,1,Screen 1,advancementZone,continue_button,4678.899999856949,,,0,,,,,,,,comprehensionInstructions,,,,,,
21,1765587380661,13/12/2025 00:56:20,1765587380601,-6,12/12/2025 18:56:20,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,19,1,1,Screen 1,Zone1,response_button_text,1899.4000000953674,,Archie,1,1,,,,,,1,comprehensionQs,What was the boy character called?,Andy,Archie,Archie,,
22,1765587381998,13/12/2025 00:56:21,1765587381936,-6,12/12/2025 18:56:21,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,21,2,1,Screen 1,advancementZone,response_button_text,1328.8999998569489,,Green,1,1,,,,,,1,comprehensionQs,What colour were the main characters?,Green,Yellow,Green,,
23,1765587383600,13/12/2025 00:56:23,1765587383541,-6,12/12/2025 18:56:23,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,22,3,1,Screen 1,Zone1,response_button_text,1598.7999999523163,,Intergalactic Zoo,1,1,,,,,,1,comprehensionQs,Where did they go?,Intergalactic Fairground,Intergalactic Zoo,Intergalactic Zoo,,
24,1765587385548,13/12/2025 00:56:25,1765587385492,-6,12/12/2025 18:56:25,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,story_C_picOnly,20,4,1,Screen 1,advancementZone,response_button_text,1946.5,,Krista,1,1,,,,,,1,comprehensionQs,What was the girl character called?,Krista,Crystal,Krista,,
25,1765587385696,13/12/2025 00:56:25,1765587385507,-6,12/12/2025 18:56:25,250842,10,task-n1na,,51379376,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Exposure: Story (no orth),6,,,audio-Success,,,C,,attention_pass,,day1done,eligible,story_C_picOnly,,,END TASK,,,,,460709,,,,,,,,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
