Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,audio_cue,item,written_cue
1,1764727767963,03/12/2025 02:09:27,1764727767815,-8,02/12/2025 18:09:27,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,
2,1764727769712,03/12/2025 02:09:29,1764727769626,-8,02/12/2025 18:09:29,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,1,Screen 1,advancementZone,continue_button,1789.5,,,0,,,,,,,,microphoneCheck,,,
3,1764727775902,03/12/2025 02:09:35,1764727775820,-8,02/12/2025 18:09:35,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,2,Screen 2,Zone3,continue_button,6187.300000011921,,,0,,,,,,,,microphoneCheck,,,
4,1764727777692,03/12/2025 02:09:37,1764727777582,-8,02/12/2025 18:09:37,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,3,Screen 3,Zone1,audio_recording,1757.5999999940395,,STARTED RECORDING,0,,,,,,,,microphoneCheck,,,
5,1764727782668,03/12/2025 02:09:42,1764727782582,-8,02/12/2025 18:09:42,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,3,Screen 3,Zone1,audio_recording,6757,,STOPPED RECORDING,0,,,,,,,,microphoneCheck,,,
6,1764727782977,03/12/2025 02:09:42,1764727782583,-8,02/12/2025 18:09:42,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,3,Screen 3,Zone1,audio_recording,6758.299999982119,,TRANSCODING START,0,,,,,,,,microphoneCheck,,,
7,1764727783299,03/12/2025 02:09:43,1764727783198,-8,02/12/2025 18:09:43,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,3,Screen 3,Zone1,audio_recording,7373.399999976158,,TRANSCODING FINISH,0,,,,,,,,microphoneCheck,,,
8,1764727783472,03/12/2025 02:09:43,1764727783199,-8,02/12/2025 18:09:43,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,3,Screen 3,Zone1,audio_recording,7374.5999999940395,,250842-5-14665152-task-qyn5-51104252-test-0-3.mp3,0,,,,,,,,microphoneCheck,,,
9,1764727783472,03/12/2025 02:09:43,1764727783199,-8,02/12/2025 18:09:43,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,3,Screen 3,Zone1,audio_recording,7374.5999999940395,,https://app.gorilla.sc/uploads/schedule/51104252?filename=test-0-3.mp3,0,,,,,,,,microphoneCheck,,,
10,1764727783472,03/12/2025 02:09:43,1764727783200,-8,02/12/2025 18:09:43,250842,5,task-qyn5,,51104252,BLINDED,14665152,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1920x1200,1709x965,day1done,,,Stem completion (no orth),8,day1done,attention_pass,audio-Success,,,A,,,,,eligible,stemCompletion_all,stemCompletion_all,1,1,3,Screen 3,Zone1,audio_recording,7375.0999999940395,,,0,,,,,,,,microphoneCheck,,,
