ID,CBC,item,acc,RT,session,neighb
670420d4f05d7af4f85651e4,C,tesdar,0,304.19999998807907,2,none
670420d4f05d7af4f85651e4,C,regby,1,79.39999997615814,2,one
670420d4f05d7af4f85651e4,C,vorgal,1,29.5,2,none
670420d4f05d7af4f85651e4,C,tabric,1,279.4000000357628,2,one
670420d4f05d7af4f85651e4,C,pungus,0,442.39999997615814,2,one
670420d4f05d7af4f85651e4,C,femod,1,341.5999999642372,2,none
670420d4f05d7af4f85651e4,C,peflin,0,360.19999998807907,2,none
670420d4f05d7af4f85651e4,C,parung,0,466.5,2,none
670420d4f05d7af4f85651e4,C,rafar,0,392.89999997615814,2,one
676fa93a6e1840db7ea43423,C,regby,1,526.2000000476837,2,one
676fa93a6e1840db7ea43423,C,mowel,1,488,2,many
676fa93a6e1840db7ea43423,C,solly,1,349.39999985694885,2,many
676fa93a6e1840db7ea43423,C,rafar,1,525.2000000476837,2,one
676fa93a6e1840db7ea43423,C,dester,1,909.9000000953674,2,many
676fa93a6e1840db7ea43423,C,solly,1,2156.2999999523163,2,many
676fa93a6e1840db7ea43423,C,rafar,1,673.1999998092651,2,one
676fa93a6e1840db7ea43423,C,dester,1,282.80000019073486,2,many
676fa93a6e1840db7ea43423,C,tabric,1,493.59999990463257,2,one
676fa93a6e1840db7ea43423,C,vorgal,1,1275,2,none
676fa93a6e1840db7ea43423,C,nusty,1,317.90000009536743,2,many
676fa93a6e1840db7ea43423,C,pungus,1,1543.5,2,one
676fa93a6e1840db7ea43423,C,tesdar,1,854.1999998092651,2,none
676fa93a6e1840db7ea43423,C,wabon,0,884.0999999046326,2,one
676fa93a6e1840db7ea43423,C,femod,1,235.5,2,none
676fa93a6e1840db7ea43423,C,peflin,1,1834.7000000476835,2,none
676fa93a6e1840db7ea43423,C,ballow,0,1607.6000001430511,2,many
676fa93a6e1840db7ea43423,C,parung,1,1174.2999999523165,2,none
611842195ebcbb197bc11c0e,C,regby,1,207.3999999910593,2,one
611842195ebcbb197bc11c0e,C,ballow,0,660.5,2,many
611842195ebcbb197bc11c0e,C,wabon,1,495.8999999910593,2,one
611842195ebcbb197bc11c0e,C,tabric,1,111.70000000298025,2,one
611842195ebcbb197bc11c0e,C,rafar,0,144.6000000089407,2,one
611842195ebcbb197bc11c0e,C,peflin,1,156.09999999403954,2,none
611842195ebcbb197bc11c0e,C,solly,1,91.09999999403954,2,many
611842195ebcbb197bc11c0e,C,pungus,1,524.2000000029802,2,one
611842195ebcbb197bc11c0e,C,vorgal,1,223.29999999701977,2,none
611842195ebcbb197bc11c0e,C,parung,1,1583.2000000029802,2,none
611842195ebcbb197bc11c0e,C,dester,1,23.099999994039536,2,many
611842195ebcbb197bc11c0e,C,nusty,1,230.8999999910593,2,many
611842195ebcbb197bc11c0e,C,mowel,1,542.1000000089407,2,many
611842195ebcbb197bc11c0e,C,tesdar,1,339.59999999403954,2,none
611842195ebcbb197bc11c0e,C,femod,1,249.1000000089407,2,none
5c7dcd11f066ff001568e56a,C,pungus,1,337,2,one
5c7dcd11f066ff001568e56a,C,mowel,1,383,2,many
5c7dcd11f066ff001568e56a,C,ballow,1,544,2,many
5c7dcd11f066ff001568e56a,C,tabric,0,507,2,one
5c7dcd11f066ff001568e56a,C,peflin,1,471,2,none
5c7dcd11f066ff001568e56a,C,solly,1,431,2,many
5c7dcd11f066ff001568e56a,C,nusty,1,458,2,many
5c7dcd11f066ff001568e56a,C,parung,1,363,2,none
5c7dcd11f066ff001568e56a,C,dester,0,560,2,many
5c7dcd11f066ff001568e56a,C,wabon,0,501,2,one
5c7dcd11f066ff001568e56a,C,tesdar,1,494,2,none
5c7dcd11f066ff001568e56a,C,rafar,0,497,2,one
5c7dcd11f066ff001568e56a,C,femod,1,436,2,none
5c7dcd11f066ff001568e56a,C,vorgal,0,556,2,none
5c7dcd11f066ff001568e56a,C,regby,0,434,2,one
6621a2f38453311275d17d65,C,rafar,1,510.8999999985099,2,one
6621a2f38453311275d17d65,C,pungus,0,468.3999999985099,2,one
6621a2f38453311275d17d65,C,nusty,1,623.6999999955297,2,many
6621a2f38453311275d17d65,C,ballow,1,378.8999999985099,2,many
6621a2f38453311275d17d65,C,regby,1,314.8999999985099,2,one
6621a2f38453311275d17d65,C,tabric,1,574.2999999970198,2,one
6621a2f38453311275d17d65,C,tesdar,1,420.79999999701977,2,none
6621a2f38453311275d17d65,C,peflin,1,391.5,2,none
6621a2f38453311275d17d65,C,parung,0,547.2999999970198,2,none
6621a2f38453311275d17d65,C,mowel,1,265.69999999552965,2,many
6621a2f38453311275d17d65,C,vorgal,1,433.19999999552965,2,none
6621a2f38453311275d17d65,C,wabon,1,491.1000000014901,2,one
6621a2f38453311275d17d65,C,solly,1,253.79999999701977,2,many
6621a2f38453311275d17d65,C,femod,1,270.40000000596046,2,none
6621a2f38453311275d17d65,C,dester,1,447.90000000596046,2,many
66eb98fcc46d14f31c30e799,C,ballow,1,306.5999999642372,2,many
66eb98fcc46d14f31c30e799,C,dester,0,338.4000000357628,2,many
66eb98fcc46d14f31c30e799,C,peflin,1,406.699999988079,2,none
66eb98fcc46d14f31c30e799,C,nusty,1,301.39999997615814,2,many
66eb98fcc46d14f31c30e799,C,wabon,0,354.60000002384186,2,one
66eb98fcc46d14f31c30e799,C,tesdar,1,303.80000001192093,2,none
66eb98fcc46d14f31c30e799,C,parung,1,340.80000001192093,2,none
66eb98fcc46d14f31c30e799,C,mowel,1,290.9000000357628,2,many
66eb98fcc46d14f31c30e799,C,tabric,1,435.0999999642372,2,one
66eb98fcc46d14f31c30e799,C,femod,1,305.80000001192093,2,none
66eb98fcc46d14f31c30e799,C,pungus,1,306,2,one
66eb98fcc46d14f31c30e799,C,solly,1,300.0999999642372,2,many
66eb98fcc46d14f31c30e799,C,regby,1,212.19999998807907,2,one
66eb98fcc46d14f31c30e799,C,rafar,1,349,2,one
66eb98fcc46d14f31c30e799,C,vorgal,1,161.10000002384186,2,none
5c04872c55614800012b7cf0,C,parung,1,642,2,none
5c04872c55614800012b7cf0,C,dester,0,691.7999999523163,2,many
5c04872c55614800012b7cf0,C,rafar,1,378.7000000476837,2,one
5c04872c55614800012b7cf0,C,wabon,1,568.5999999046326,2,one
5c04872c55614800012b7cf0,C,ballow,1,237.79999995231628,2,many
5c04872c55614800012b7cf0,C,peflin,0,727.6000001430511,2,none
5c04872c55614800012b7cf0,C,tabric,1,491.7000000476837,2,one
5c04872c55614800012b7cf0,C,pungus,1,1791.5,2,one
5c04872c55614800012b7cf0,C,tesdar,1,314.7999999523163,2,none
5c04872c55614800012b7cf0,C,regby,0,1549.5,2,one
5c04872c55614800012b7cf0,C,solly,1,443.2000000476837,2,many
5c04872c55614800012b7cf0,C,vorgal,1,809.2999999523163,2,none
5c04872c55614800012b7cf0,C,femod,1,502.7000000476837,2,none
5c04872c55614800012b7cf0,C,nusty,1,614.5999999046326,2,many
5c04872c55614800012b7cf0,C,mowel,1,694.5,2,many
